code,college,school,areas_of_interest,exam,test_or_quiz,essay_or_report,participation,oral_presentation,max_assessment_weight,max_assessment_type,max_assessment_name,blurb,summary_link,selt_link,title,session,career,units,delivery_type,subject,other,session_list,school_list,college_list,blurb_clean
PSYC9001F,College of Science and Medicine,School of Medicine and Psychology,Psychology,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC9001F_Time_Series_LRN.pdf,"Doctor of Psychology Research Component, Department of Psychology, SHPS",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person,PSYC,TRUE,,,,NA
PSYC9001P,College of Science and Medicine,School of Medicine and Psychology,Psychology,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC9001P_Time_Series_LRN.pdf,"Doctor of Psychology Research Component, Department of Psychology, SHPS",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person,PSYC,TRUE,,,,NA
FINM8018,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Finance,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To be eligible to enroll in the course, students must be enrolled in an RSFAS or RSE PhD program and have successfully completed undergraduate studies in Investments or its equivalent at a recognized academic institution. Masters students in Finance with a GPA of 6.5 who have completed FINM7008, FINM7007 and FINM7041 may also apply to enroll in the course. This course will be a departmental consent enrollment course.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/FINM8018_Time_Series_LRN.pdf,Doctoral Studies in Asset Pricing,Second Semester,Postgraduate,6,In Person,FINM,TRUE,,,,"to be eligible to enroll in the course, students must be enrolled in an rsfas or rse ph d program and have successfully completed undergraduate studies in investments or its equivalent at a recognized academic institution. masters students in finance with a gpa of 6. 5 who have completed finm7008, finm7007 and finm7041 may also apply to enroll in the course. this course will be a departmental consent enrollment course"
FINM8020,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",NA,FALSE,FALSE,FALSE,TRUE,FALSE,40,other,Course Project,"To be eligible to enroll in the course, students must be enrolled in an RSFAS or RSE PhD program and have successfully completed undergraduate studies in Corporate Finance or its equivalent at a recognised academic institution. Masters students in Finance with a GPA of 6.5 who have completed FINM7008, FINM7007 and FINM7041 may also apply to enroll in the course.",https://programsandcourses.anu.edu.au/course/FINM8020/First%20Semester/2841,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/FINM8020_Time_Series_LRN.pdf,Doctoral Studies in Asset Pricing 2,First Semester,Postgraduate,6,In Person,FINM,FALSE,,,,"to be eligible to enroll in the course, students must be enrolled in an rsfas or rse ph d program and have successfully completed undergraduate studies in corporate finance or its equivalent at a recognised academic institution. masters students in finance with a gpa of 6. 5 who have completed finm7008, finm7007 and finm7041 may also apply to enroll in the course"
FINM8019,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Finance,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To be eligible to enroll in the course, students must be enrolled in an RSFAS or RSE PhD program and have successfully completed undergraduate studies in Investments or its equivalent at a recognized academic institution. Masters students in Finance with a GPA of 6.5 who have completed FINM7008, FINM7007 and FINM7041 may also apply to enroll in the course. This course will be a departmental consent enrollment course.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/FINM8019_Time_Series_LRN.pdf,Doctoral Studies in Corporate Finance,Second Semester,Postgraduate,6,In Person,FINM,TRUE,,,,"to be eligible to enroll in the course, students must be enrolled in an rsfas or rse ph d program and have successfully completed undergraduate studies in investments or its equivalent at a recognized academic institution. masters students in finance with a gpa of 6. 5 who have completed finm7008, finm7007 and finm7041 may also apply to enroll in the course. this course will be a departmental consent enrollment course"
FINM8021,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Finance,FALSE,FALSE,FALSE,FALSE,TRUE,50,other,Class Project,"To be eligible to enroll in the course, students must be enrolled in an RSFAS or RSE PhD program and have successfully completed undergraduate studies in Corporate Finance or its equivalent at a recognised academic institution. Masters students in Finance with a GPA of 6.5 who have completed FINM7008, FINM7007 and FINM7041 may also apply to enroll in the course.",https://programsandcourses.anu.edu.au/course/FINM8021/First%20Semester/2564,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/FINM8021_Time_Series_LRN.pdf,Doctoral Studies in Corporate Finance Empirical,First Semester,Postgraduate,6,In Person,FINM,FALSE,,,,"to be eligible to enroll in the course, students must be enrolled in an rsfas or rse ph d program and have successfully completed undergraduate studies in corporate finance or its equivalent at a recognised academic institution. masters students in finance with a gpa of 6. 5 who have completed finm7008, finm7007 and finm7041 may also apply to enroll in the course"
COMP6490,College of Systems and Society,School of Computing,"Computer Science, Algorithms and Data, Artifical Intelligence",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be enrolled in VCOMP OR have completed 6 units of: (COMP6240/2400 OR COMP6260/1600 OR COMP6442/2100) AND have completed 6 units of: (COMP6730/1730 OR COMP6710/1110). Incompatible with COMP4650 and COMP6990.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/COMP6490_Time_Series_LRN.pdf,Document Analysis,Second Semester,Postgraduate,6,In Person,COMP,TRUE,,,,to enrol in this course you must be enrolled in vcomp or have completed 6 units of: (comp6240/2400 or comp6260/1600 or comp6442/2100) and have completed 6 units of: (comp6730/1730 or comp6710/1110). incompatible with comp4650 and comp6990
COMP4650,College of Systems and Society,School of Computing,"Computer Science, Advanced Computing, Algorithms and Data",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have completed : (COMP1600 OR COMP2100) AND 12 units of 3000/4000 level (COMP OR INFS courses). Incompatible with COMP6490.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/COMP4650_Time_Series_LRN.pdf,Document Analysis,Second Semester,Undergraduate,6,In Person,COMP,TRUE,,,,to enrol in this course you must have completed : (comp1600 or comp2100) and 12 units of 3000/4000 level (comp or infs courses). incompatible with comp6490
CRIM3010,College of Arts and Social Sciences,POLIS: The Centre for Social Policy Research,"Law, Social Research, Sociology, Criminology",TRUE,TRUE,TRUE,FALSE,FALSE,30,essay/report,Research report,"To enrol in this course students must have completed either SOCY2038, SOCY2043 or PSYC2009 or with consent of the course convener. You are not able to enrol in this course if you have previously completed CRIM2001, SOCY2058 or CRIM6007.",https://programsandcourses.anu.edu.au/course/CRIM3010/First%20Semester/4046,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/CRIM3010_Time_Series_LRN.pdf,Doing Criminology: Advanced Research Methods,First Semester,Undergraduate,6,In Person,CRIM,FALSE,,,,"to enrol in this course students must have completed either socy2038, socy2043 or psyc2009 or with consent of the course convener. you are not able to enrol in this course if you have previously completed crim2001, socy2058 or crim6007"
ANTH8059,College of Arts and Social Sciences,School of Archaeology and Anthropology,"Anthropology, Development Studies, Social Research, Sociology, Heritage Studies",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,You are not able to enrol in this course if you have previously completed ANTH2067 or ANTH6068.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ANTH8059_Time_Series_LRN.pdf,Doing Ethnography: Research Practicum on Applied Anthropology,Second Semester,Postgraduate,6,Online or In Person,ANTH,TRUE,,,,you are not able to enrol in this course if you have previously completed anth2067 or anth6068
EMDV8081,"College of Law, Governance and Policy",Crawford School of Public Policy,"Environmental Studies, Policy Studies, Climate",FALSE,FALSE,TRUE,FALSE,TRUE,40,essay/report,Essay,NA,https://programsandcourses.anu.edu.au/course/EMDV8081/First%20Semester/3927,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMDV8081_Time_Series_LRN.pdf,Domestic Climate Change Policy and Economics,First Semester,Postgraduate,6,Online or In Person,EMDV,FALSE,,,,NA
ARTV2752,College of Arts and Social Sciences,School of Art and Design,"Visual Arts, Creative Arts, Design",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must have completed ARTV1020. Unless an arrangement has been made with the Course Convener, students may not enrol in this course if they have previously completed ARTV2706 or ARTV2708. Topic 1: Drawing Beyond the Line is incompatible with ARTV2706. Topic 2: Narrative and Meaning with Drawing is incompatible with ARTV2708.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ARTV2752_Time_Series_LRN.pdf,Drawing 2,Second Semester,Undergraduate,6,In Person,ARTV,TRUE,,,,"to enrol in this course you must have completed artv1020. unless an arrangement has been made with the course convener, students may not enrol in this course if they have previously completed artv2706 or artv2708. topic 1: drawing beyond the line is incompatible with artv2706. topic 2: narrative and meaning with drawing is incompatible with artv2708"
MEAS8111,College of Arts and Social Sciences,Centre for Arab and Islamic Studies,"Arab and Islamic Studies, International Relations, Political Sciences, Security Studies, Strategic Studies",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course, you must be studying Master of Middle Eastern and Central Asian Studies, Master of Diplomacy or Master or Strategic Studies, or with permission of the convenor. You are not able to enroll in this course if you have previously completed MEAS4111.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MEAS8111_Time_Series_LRN.pdf,Drivers of Violent Extremism: The Local and the Global in the Middle East,NA,Postgraduate,6,Online,MEAS,TRUE,,,,"to enrol in this course, you must be studying master of middle eastern and central asian studies, <<program:master of diplomacy>> or master or strategic studies, or with permission of the convenor. you are not able to enroll in this course if you have previously completed meas4111"
EMSC3034,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Geography, Earth Physics, Geology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have previously completed EMSC2022 and either EMSC2012 or EMSC2023. Incompatible with EMSC6034.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC3034_Time_Series_LRN.pdf,"Dynamic Earth: Plates, Plumes and Mantle Convection",Second Semester,Undergraduate,6,In Person,EMSC,TRUE,,,,to enrol in this course you must have previously completed emsc2022 and either emsc2012 or emsc2023. incompatible with emsc6034
EMSC6034,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Geography, Earth Physics, Geology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Incompatible with EMSC3034,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC6034_Time_Series_LRN.pdf,"Dynamic Earth: Plates, Plumes and Mantle Convection",Second Semester,Postgraduate,6,In Person,EMSC,TRUE,,,,incompatible with emsc3034
BUSI2023,College of Business and Economics,Research School of Management,International Business,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course, you must have: completed at least 48 units.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSI2023_Time_Series_LRN.pdf,Dynamics of Asian Business,Second Semester,Undergraduate,6,In Person,BUSI,TRUE,,,,"to enrol in this course, you must have: completed at least 48 units"
BUSI2024,College of Business and Economics,Research School of Management,"International Business, Business Administration",TRUE,FALSE,TRUE,TRUE,TRUE,40,essay/report,Individual Research Report (40%),"To enrol in this course, you must have: completed at least 48 units.",https://programsandcourses.anu.edu.au/course/BUSI2024/First%20Semester/2282,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSI2024_Time_Series_LRN.pdf,Dynamics of Business in the Middle East,First Semester,Undergraduate,6,In Person,BUSI,FALSE,,,,"to enrol in this course, you must have: completed at least 48 units"
BUSI2034,College of Business and Economics,Research School of Management,International Business,TRUE,FALSE,TRUE,TRUE,TRUE,40,exam,Final exam - individual,"To enrol in this course, you must have: completed at least 48 units.",https://programsandcourses.anu.edu.au/course/BUSI2034/First%20Semester/2249,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSI2034_Time_Series_LRN.pdf,Dynamics of European Business,First Semester,Undergraduate,6,In Person,BUSI,FALSE,,,,"to enrol in this course, you must have: completed at least 48 units"
MEAS8112,College of Arts and Social Sciences,Centre for Arab and Islamic Studies,"History, International Relations, Policy Studies, Political Sciences, International Security",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,You are not able to enrol in this course if you have previously completed MEAS4112.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MEAS8112_Time_Series_LRN.pdf,Dynamics of Israeli-Palestinian Conflict,Second Semester,Postgraduate,6,In-Person and Online,MEAS,TRUE,,,,you are not able to enrol in this course if you have previously completed meas4112
MKTG2032,College of Business and Economics,Research School of Management,Marketing,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have completed or be concurrently enrolled in MKTG2004.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MKTG2032_Time_Series_LRN.pdf,E-Marketing,Second Semester,Undergraduate,6,In Person,MKTG,TRUE,,,,to enrol in this course you must have completed or be concurrently enrolled in mktg2004
EMSC1008,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Geology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Incompatible with EMSC6008,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC1008_Time_Series_LRN.pdf,EARTH: The Chemistry and Physics of our Planet,Second Semester,Undergraduate,6,In Person,EMSC,TRUE,,,,incompatible with emsc6008
EMSC6008,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Geology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Incompatible with EMSC1008,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC6008_Time_Series_LRN.pdf,EARTH: The Chemistry and Physics of our Planet,Second Semester,Postgraduate,6,In Person,EMSC,TRUE,,,,incompatible with emsc1008
ENGL3005,College of Arts and Social Sciences,"School of Literature, Languages and Linguistics",English,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must have completed 24 units of ENGL, or 72 units of prior study, or have permission of the course convenor. You are not able to enrol in this course if you have previously completed ENGL6020.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ENGL3005_Time_Series_LRN.pdf,Early Modern to Eighteenth Century Literature,NA,Undergraduate,6,In Person,ENGL,TRUE,,,,"to enrol in this course you must have completed 24 units of engl, or 72 units of prior study, or have permission of the course convenor. you are not able to enrol in this course if you have previously completed engl6020"
EMSC8030,College of Science and Medicine,Research School of Earth Sciences,Earth and Marine Sciences,FALSE,FALSE,FALSE,FALSE,FALSE,80,other,Research Thesis,Prerequisite: EMSC8032 Earth Science Research Proposal & Presentation,https://programsandcourses.anu.edu.au/course/EMSC8030/First%20Semester/2719,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC8030_Time_Series_LRN.pdf,Earth Science Research Project,First Semester / Second Semester,Postgraduate,6,In Person,EMSC,TRUE,,,,prerequisite: emsc8032 earth science research proposal & presentation
EMSC8032,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Earth Physics, Geology",FALSE,FALSE,FALSE,FALSE,TRUE,40,other,Research Proposal,Students must be enrolled in the Master of Earth Sciences (Advanced). Students in the Master of Science in Earth Sciences who wish to take this course will need to obtain a permission code. Must have completed or currently be completing EMSC8017 - Research Methods,https://programsandcourses.anu.edu.au/course/EMSC8032/First%20Semester/2723,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC8032_Time_Series_LRN.pdf,Earth Science Research Proposal and Presentation,First Semester / Second Semester,Postgraduate,6,In Person,EMSC,FALSE,,,,students must be enrolled in the <<program:master of earth sciences (advanced)>>. students in the <<program:master of science in earth sciences>> who wish to take this course will need to obtain a permission code. must have completed or currently be completing emsc8017 - research methods
EMSC4005,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Geology",FALSE,FALSE,FALSE,FALSE,FALSE,80,other,Research Thesis,To enrol in this course you must be active in the EMSC-HSPC Honours specialisation,https://programsandcourses.anu.edu.au/course/EMSC4005/First%20Semester/2701,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC4005_Time_Series_LRN.pdf,Earth and Marine Sciences Honours Thesis,First Semester / Second Semester,Undergraduate,3,In Person,EMSC,TRUE,,,,to enrol in this course you must be active in the emsc-hspc honours specialisation
BIOL2131,College of Science and Medicine,Biology Teaching and Learning Centre,"Plant Science, Evolution and Ecology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must have successfully completed BIOL1003 or ENVS1003, or have permission of the convener. You are not able to enrol in this course if you have completed BIOL6004.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BIOL2131_Time_Series_LRN.pdf,Ecology,NA,Undergraduate,6,In Person,BIOL,TRUE,,,,"to enrol in this course you must have successfully completed biol1003 or envs1003, or have permission of the convener. you are not able to enrol in this course if you have completed biol6004"
BIOL6004,College of Science and Medicine,Biology Teaching and Learning Centre,"Plant Science, Evolution and Ecology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,You are not able to enrol in this course if you have completed BIOL2131. To enrol in this course you must be active in the Master of Science in Biological Sciences or the Master of Science (Advanced) in Biological Sciences,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BIOL6004_Time_Series_LRN.pdf,Ecology,NA,Postgraduate,6,In Person,BIOL,TRUE,,,,you are not able to enrol in this course if you have completed biol2131. to enrol in this course you must be active in the <<program:master of science in biological sciences>> or the <<program:master of science (advanced) in biological sciences>>
EMET8005,College of Business and Economics,Research School of Economics,Econometrics,TRUE,TRUE,FALSE,FALSE,FALSE,60,exam,Final Exam,"To enrol in this course you must have completed or have concurrent enrolment in EMET7001 and STAT7055. Students enrolled in the Master of Statistics, or the Master of Actuarial Studies, who have completed at least 48 units are considered to have met the pre-requisites.",https://programsandcourses.anu.edu.au/course/EMET8005/First%20Semester/4139,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMET8005_Time_Series_LRN.pdf,Econometric Methods and Modelling,First Semester / Second Semester,Postgraduate,6,In Person,EMET,FALSE,,,,"to enrol in this course you must have completed or have concurrent enrolment in emet7001 and stat7055. students enrolled in the master of statistics, or the master of actuarial studies, who have completed at least 48 units are considered to have met the pre-requisites"
IDEC8017,"College of Law, Governance and Policy",Crawford School of Public Policy,Econometrics,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/IDEC8017_Time_Series_LRN.pdf,Econometric Techniques,Second Semester,Postgraduate,6,Online or In Person,IDEC,TRUE,,,,NA
EMET2007,College of Business and Economics,Research School of Economics,Econometrics,TRUE,TRUE,FALSE,TRUE,FALSE,60,exam,Final Exam,"To enrol in this course you must have completed or be currently enrolled in ECON1101. You must also have completed at least one of EMET1001, MATH1014, or MATH1116. You must also have completed either STAT1008 or STAT2001. Incompatible with EMET6007.",https://programsandcourses.anu.edu.au/course/EMET2007/First%20Semester/4134,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMET2007_Time_Series_LRN.pdf,Econometrics I: Econometric Methods,First Semester,Undergraduate,6,In Person,EMET,FALSE,,,,"to enrol in this course you must have completed or be currently enrolled in econ1101. you must also have completed at least one of emet1001, math1014, or math1116. you must also have completed either stat1008 or stat2001. incompatible with emet6007"
EMET4007,College of Business and Economics,Research School of Economics,NA,TRUE,TRUE,FALSE,TRUE,FALSE,60,exam,Final Exam,NA,https://programsandcourses.anu.edu.au/course/EMET4007/First%20Semester/2462,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMET4007_Time_Series_LRN.pdf,Econometrics I: Econometric Methods,First Semester,Undergraduate,6,In Person,EMET,FALSE,,,,NA
EMET6007,College of Business and Economics,Research School of Economics,NA,TRUE,TRUE,FALSE,TRUE,FALSE,60,exam,Final Exam,To enrol in this course you must have completed at least one of the following courses: EMET1001 EMET7001 STAT1008 STAT7055 Incompatible with EMET2007,https://programsandcourses.anu.edu.au/course/EMET6007/First%20Semester/4137,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMET6007_Time_Series_LRN.pdf,Econometrics I: Econometric Methods,First Semester,Postgraduate,6,In Person,EMET,FALSE,,,,to enrol in this course you must have completed at least one of the following courses: emet1001 emet7001 stat1008 stat7055 incompatible with emet2007
EMET3004,College of Business and Economics,Research School of Economics,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have completed ECON1101 Microeconomics 1; and have completed STAT2008 Regression Modelling or STAT2014 Regression Modelling for Actuaries or EMET2007 Econometrics I: Econometrics Methods. Incompatible with EMET6008.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMET3004_Time_Series_LRN.pdf,Econometrics II: Econometric Modelling,NA,Undergraduate,6,In Person,EMET,TRUE,,,,to enrol in this course you must have completed econ1101 microeconomics 1; and have completed stat2008 regression modelling or stat2014 regression modelling for actuaries or emet2007 econometrics i: econometrics methods. incompatible with emet6008
EMET6008,College of Business and Economics,Research School of Economics,Econometrics,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have completed EMET2007 or EMET6007. Incompatible with EMET3004.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMET6008_Time_Series_LRN.pdf,Econometrics II: Econometric Modelling,NA,Postgraduate,6,In Person,EMET,TRUE,,,,to enrol in this course you must have completed emet2007 or emet6007. incompatible with emet3004
ECON2080,College of Business and Economics,Research School of Economics,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have completed ECON1101. Incompatible with ECON8180.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON2080_Time_Series_LRN.pdf,Economic Analysis of the Digital Economy,NA,Undergraduate,6,In Person,ECON,TRUE,,,,to enrol in this course you must have completed econ1101. incompatible with econ8180
ECON8180,College of Business and Economics,Research School of Economics,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have completed ECON7073. Incompatible with ECON2080.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON8180_Time_Series_LRN.pdf,Economic Analysis of the Digital Economy,NA,Postgraduate,6,In Person,ECON,TRUE,,,,to enrol in this course you must have completed econ7073. incompatible with econ2080
ANTH2122,College of Arts and Social Sciences,School of Archaeology and Anthropology,"Anthropology, Economics",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Students must have completed 6 units of ANTH1003 or consent of the convenor.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ANTH2122_Time_Series_LRN.pdf,Economic Anthropology: cross-cultural alternatives to capitalism,Second Semester,Undergraduate,6,In Person,ANTH,TRUE,,,,students must have completed 6 units of anth1003 or consent of the convenor
IDEC8022,"College of Law, Governance and Policy",Crawford School of Public Policy,"Econometrics, Economics, Economic Policy, Applied Economics, Sustainable Development",TRUE,FALSE,TRUE,TRUE,FALSE,50,exam,Final examination,Students must have successfully completed IDEC8016 or ECON7073 or equivalent.,https://programsandcourses.anu.edu.au/course/IDEC8022/Second%20Semester/8968,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/IDEC8022_Time_Series_LRN.pdf,Economic Development,Second Semester,Postgraduate,6,Online or In Person,IDEC,FALSE,,,,students must have successfully completed idec8016 or econ7073 or equivalent
EMSC6007,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Geology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must have completed either: EMSC6023 and EMSC6124, or EMSC6024, or EMSC6017 and EMSC6124 Incompatible with EMSC3007.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC6007_Time_Series_LRN.pdf,Economic Geology,Second Semester,Postgraduate,6,In Person,EMSC,TRUE,,,,"to enrol in this course you must have completed either: emsc6023 and emsc6124, or emsc6024, or emsc6017 and emsc6124 incompatible with emsc3007"
EMSC3007,College of Science and Medicine,Research School of Earth Sciences,"Earth and Marine Sciences, Geology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must have completed either: EMSC2023 and EMSC2024, or EMSC3024, or (EMSC2017 or EMSC2020) and EMSC2024 Incompatible with GEOL3007 and EMSC6007.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EMSC3007_Time_Series_LRN.pdf,Economic Geology,Second Semester,Undergraduate,6,In Person,EMSC,TRUE,,,,"to enrol in this course you must have completed either: emsc2023 and emsc2024, or emsc3024, or (emsc2017 or emsc2020) and emsc2024 incompatible with geol3007 and emsc6007"
ECON4500,College of Business and Economics,Research School of Economics,"Economics, Sustainable Development",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON4500_Time_Series_LRN.pdf,Economic Growth,NA,Undergraduate,6,In Person,ECON,TRUE,,,,NA
ECON8050,College of Business and Economics,Research School of Economics,"Econometrics, Economics, Sustainable Development",TRUE,TRUE,FALSE,TRUE,FALSE,60,exam,Final Examination,To enrol in this course you must have completed or have concurrent enrolment in ECON8025 and ECON8026.,https://programsandcourses.anu.edu.au/course/ECON8050/First%20Semester/3024,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON8050_Time_Series_LRN.pdf,Economic Growth,First Semester,Postgraduate,6,In Person,ECON,FALSE,,,,to enrol in this course you must have completed or have concurrent enrolment in econ8025 and econ8026
ECON3023,College of Business and Economics,Research School of Economics,Economics,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course, you must have completed ECON2101 and ECON2102 or ECON2016.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON3023_Time_Series_LRN.pdf,Economic Policy Issues,Second Semester,Undergraduate,6,In Person,ECON,TRUE,,,,"to enrol in this course, you must have completed econ2101 and econ2102 or econ2016"
ECON6003,College of Business and Economics,Research School of Economics,Economics,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Incompatible with ECON3023 and ECON8003..,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON6003_Time_Series_LRN.pdf,Economic Policy Issues,Second Semester,Postgraduate,6,In Person,ECON,TRUE,,,,incompatible with econ3023 and econ8003
ECON4403,College of Business and Economics,Research School of Economics,Economics,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Incompatible with ECON6003.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON4403_Time_Series_LRN.pdf,Economic Policy Issues,NA,Undergraduate,6,In Person,ECON,TRUE,,,,incompatible with econ6003
ECON8003,College of Business and Economics,Research School of Economics,Economics,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must have completed the equivalent of, or have concurrent enrolment in ECON8026 or ECON8025. Incompatible with ECON4403.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON8003_Time_Series_LRN.pdf,Economic Policy Issues,NA,Postgraduate,6,In Person,ECON,TRUE,,,,"to enrol in this course you must have completed the equivalent of, or have concurrent enrolment in econ8026 or econ8025. incompatible with econ4403"
