code,college,school,areas_of_interest,exam,test_or_quiz,essay_or_report,participation,oral_presentation,max_assessment_weight,max_assessment_type,max_assessment_name,blurb,summary_link,selt_link,title,session,career,units,delivery_type,subject,other,session_list,school_list,college_list,blurb_clean
MGMT7169,College of Business and Economics,Research School of Management,"Management, Marketing",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT7169_Time_Series_LRN.pdf,A Management Framework For Business Projects,Second Semester,Postgraduate,6,In Person,MGMT,TRUE,,,,NA
DIPL8020,College of Asia and the Pacific,Department of International Relations,NA,FALSE,TRUE,TRUE,TRUE,FALSE,50,essay/report,Final Research Essay,NA,https://programsandcourses.anu.edu.au/course/DIPL8020/Autumn%20Session/5468,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/DIPL8020_Time_Series_LRN.pdf,A Sociology of Diplomacy,Autumn Session,Postgraduate,6,Online or In Person,DIPL,FALSE,,,,NA
CBEA6070,College of Business and Economics,NA,"Accounting, Business Information Systems, Finance, International Business, Project Management",FALSE,FALSE,TRUE,FALSE,FALSE,20,other,Final Placement Evaluation (20%) - Host,"To be eligible for the CBE Internship Program, students must be a current postgraduate student enrolled in a CBE academic program. At the time of application, students must be enrolled in or have completed 24 units of study at the ANU. Students enrolled in an eligible 1 year Master program can only apply for a 6 unit internship. Students will be selected to enrol in the course following a competitive application process.",https://programsandcourses.anu.edu.au/course/CBEA6070/First%20Semester/2415,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/CBEA6070_Time_Series_LRN.pdf,ANU College of Business and Economics Internship Program (PG),First Semester / Second Semester,Postgraduate,6,In Person,CBEA,FALSE,,,,"to be eligible for the cbe internship program, students must be a current postgraduate student enrolled in a cbe academic program. at the time of application, students must be enrolled in or have completed 24 units of study at the anu. students enrolled in an eligible 1 year master program can only apply for a 6 unit internship. students will be selected to enrol in the course following a competitive application process"
CBEA3070,College of Business and Economics,NA,"Accounting, Business Information Systems, Commerce, Economics, Project Management",FALSE,FALSE,TRUE,FALSE,FALSE,20,essay/report,Final Internship Report (20%),"To be eligible for the CBE Internship Program, students must be a current undergraduate student enrolled in a CBE academic program (including single or double degrees). The student must have completed a minimum 72 units of their undergraduate studies with GPA of 5.0 for their entire academic career. A student with a fail grade (N, NCN, WN) in the preceding semester is ineligible to apply. Any unresolved grades will be dealt with on a case-by-case basis. Students must not undertake CBEA3070 and CBEA3001 concurrently. Students will be selected to enrol in the course following a competitive application process.",https://programsandcourses.anu.edu.au/course/CBEA3070/First%20Semester/2525,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/CBEA3070_Time_Series_LRN.pdf,ANU College of Business and Economics Internship Program (UG),First Semester / Second Semester,Undergraduate,6,In Person,CBEA,FALSE,,,,"to be eligible for the cbe internship program, students must be a current undergraduate student enrolled in a cbe academic program (including single or double degrees). the student must have completed a minimum 72 units of their undergraduate studies with gpa of 5. 0 for their entire academic career. a student with a fail grade (n, ncn, wn) in the preceding semester is ineligible to apply. any unresolved grades will be dealt with on a case-by-case basis. students must not undertake cbea3070 and cbea3001 concurrently. students will be selected to enrol in the course following a competitive application process"
EXTN1007A,College of Asia and the Pacific,School of Culture History and Language,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1007A_Time_Series_LRN.pdf,ANU Extension Advanced Japanese A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1007B,College of Asia and the Pacific,School of Culture History and Language,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have successfully completed EXTN1007A,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1007B_Time_Series_LRN.pdf,ANU Extension Advanced Japanese B,NA,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must have successfully completed extn1007a
EXTN1001A,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1001A_Time_Series_LRN.pdf,ANU Extension Astrophysics A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1001B,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have successfully completed EXTN1001A,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1001B_Time_Series_LRN.pdf,ANU Extension Astrophysics B,Autumn Session,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must have successfully completed extn1001a
EXTN1004A,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1004A_Time_Series_LRN.pdf,ANU Extension Biodiversity A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1004B,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have successfully completed EXTN1004A,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1004B_Time_Series_LRN.pdf,ANU Extension Biodiversity B,Autumn Session,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must have successfully completed extn1004a
EXTN1002A,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1002A_Time_Series_LRN.pdf,ANU Extension Chemistry A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1002B,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have successfully completed EXTN1002A,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1002B_Time_Series_LRN.pdf,ANU Extension Chemistry B,Autumn Session,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must have successfully completed extn1002a
EXTN1003A,College of Asia and the Pacific,School of Culture History and Language,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1003A_Time_Series_LRN.pdf,ANU Extension Continuing Chinese A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1003B,College of Asia and the Pacific,School of Culture History and Language,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have successfully completed EXTN1003A,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1003B_Time_Series_LRN.pdf,ANU Extension Continuing Chinese B,NA,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must have successfully completed extn1003a
EXTN1006A,College of Asia and the Pacific,School of Culture History and Language,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1006A_Time_Series_LRN.pdf,ANU Extension Continuing Japanese A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1006B,College of Asia and the Pacific,School of Culture History and Language,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have successfully completed EXTN1006A,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1006B_Time_Series_LRN.pdf,ANU Extension Continuing Japanese B,Autumn Session,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must have successfully completed extn1006a
EXTN1019A,College of Systems and Society,School of Computing,"Music, Visual Arts, Information Technology, Human Centred Computing, Creative Arts",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must be studying a Diploma of Studies. Students who take this course must be enrolled in either a course in the Information Technology Course Area or a course in the Arts framework, at T-level, at their home college.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1019A_Time_Series_LRN.pdf,ANU Extension Creative Computing A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,"to enrol in this course you must be studying a <<program:diploma of studies>>. students who take this course must be enrolled in either a course in the information technology course area or a course in the arts framework, at t-level, at their home college"
EXTN1019B,College of Systems and Society,School of Computing,"Music, Visual Arts, Information Technology, Human Centred Computing, Creative Arts",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must be studying a Diploma of Studies. Students who take this course must be enrolled in either a course in the Information Technology Course Area or a course in the Arts framework, at T-level, at their home college.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1019B_Time_Series_LRN.pdf,ANU Extension Creative Computing B,Autumn Session,Undergraduate,6,In Person,EXTN,TRUE,,,,"to enrol in this course you must be studying a <<program:diploma of studies>>. students who take this course must be enrolled in either a course in the information technology course area or a course in the arts framework, at t-level, at their home college"
EXTN1005A,College of Systems and Society,School of Engineering,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1005A_Time_Series_LRN.pdf,ANU Extension Discovering Engineering A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1005B,College of Systems and Society,School of Engineering,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have successfully completed EXTN1005A,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1005B_Time_Series_LRN.pdf,ANU Extension Discovering Engineering B,Autumn Session,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must have successfully completed extn1005a
EXTN1020B,College of Business and Economics,NA,"Accounting, Economics, Finance, International Business",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Students must have completed EXTN1020A to enrol in this course,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1020B_Time_Series_LRN.pdf,ANU Extension Global Perspectives in Commerce B,Autumn Session,Undergraduate,6,In Person,EXTN,TRUE,,,,students must have completed extn1020a to enrol in this course
EXTN1010A,College of Asia and the Pacific,School of Culture History and Language,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1010A_Time_Series_LRN.pdf,ANU Extension Indonesian Politics and Culture A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1010B,College of Asia and the Pacific,School of Culture History and Language,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1010B_Time_Series_LRN.pdf,ANU Extension Indonesian Politics and Culture B,NA,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1008A,College of Asia and the Pacific,School of Culture History and Language,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1008A_Time_Series_LRN.pdf,ANU Extension Korean Language and Culture A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1008B,College of Asia and the Pacific,School of Culture History and Language,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have successfully completed EXTN1008A,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1008B_Time_Series_LRN.pdf,ANU Extension Korean Language and Culture B,NA,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must have successfully completed extn1008a
EXTN1011A,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1011A_Time_Series_LRN.pdf,ANU Extension Physics A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1011B,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have successfully completed EXTN1011A,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1011B_Time_Series_LRN.pdf,ANU Extension Physics B,Autumn Session,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must have successfully completed extn1011a
EXTN1012A,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must be studying a Diploma of Studies,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1012A_Time_Series_LRN.pdf,ANU Extension Specialist Mathematics A,NA,Undergraduate,0,In Person,EXTN,TRUE,,,,to enrol in this course you must be studying a <<program:diploma of studies>>
EXTN1012B,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have successfully completed EXTN1012A,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/EXTN1012B_Time_Series_LRN.pdf,ANU Extension Specialist Mathematics B,Autumn Session,Undergraduate,6,In Person,EXTN,TRUE,,,,to enrol in this course you must have successfully completed extn1012a
BIOL3188,College of Science and Medicine,Biology Teaching and Learning Centre and the Research School of Chemistry,"Chemistry, Engineering, Biology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must have completed 72 units of relevant courses (BIOL, CHEM, ENGN) and obtain a permission code from the course convenor. Incompatible with BIOL6188.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BIOL3188_Time_Series_LRN.pdf,ANU SynBio Challenge Team Project,Second Semester,Undergraduate,6,In Person,BIOL,TRUE,,,,"to enrol in this course you must have completed 72 units of relevant courses (biol, chem, engn) and obtain a permission code from the course convenor. incompatible with biol6188"
BIOL6188,College of Science and Medicine,Biology Teaching and Learning Centre and the Research School of Chemistry,"Chemistry, Engineering, Biology",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Incompatible with BIOL3188,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BIOL6188_Time_Series_LRN.pdf,ANU SynBio Challenge Team Project,Second Semester,Postgraduate,6,In Person,BIOL,TRUE,,,,incompatible with biol3188
SCNC5922,College of Science and Medicine,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/SCNC5922_Time_Series_LRN.pdf,ANU/NUS JD (Band 2 NP),First Semester / Second Semester,Undergraduate,6,In Person,SCNC,TRUE,,,,NA
HLTH3001,College of Science and Medicine,School of Medicine and Psychology,"Anthropology, Australian Indigenous Studies, Psychology, Health",FALSE,TRUE,FALSE,TRUE,TRUE,35,test/quiz,Quizzes (weekly),To enrol in this course you must have successfully completed a minimum of 48 units of tertiary study.,https://programsandcourses.anu.edu.au/course/HLTH3001/First%20Semester/3098,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/HLTH3001_Time_Series_LRN.pdf,Aboriginal and Torres Strait Islander Health,First Semester,Undergraduate,6,In Person,HLTH,FALSE,,,,to enrol in this course you must have successfully completed a minimum of 48 units of tertiary study
HIST2022,College of Arts and Social Sciences,School of History,"History, Australian Indigenous Studies",FALSE,TRUE,FALSE,FALSE,FALSE,60,test/quiz,Take-Home Test,"To enrol in this course you must have completed 24 units of ANU courses towards a degree, or with the permission of the convenor. You are not able to enrol in this course if you have previously completed HIST6022.",https://programsandcourses.anu.edu.au/course/HIST2022/First%20Semester/3640,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/HIST2022_Time_Series_LRN.pdf,Aboriginal and Torres Strait Islander History,First Semester,Undergraduate,6,In Person,HIST,FALSE,,,,"to enrol in this course you must have completed 24 units of anu courses towards a degree, or with the permission of the convenor. you are not able to enrol in this course if you have previously completed hist6022"
PHYS8203,College of Science and Medicine,Research School of Physics,Physics,FALSE,FALSE,TRUE,FALSE,FALSE,40,other,Assignments,NA,https://programsandcourses.anu.edu.au/course/PHYS8203/First%20Semester/2773,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PHYS8203_Time_Series_LRN.pdf,Accelerators and their Application,First Semester,Postgraduate,6,In Person,PHYS,FALSE,,,,NA
BUSN7051,College of Business and Economics,Research School of Accounting,Accounting,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must be studying a Master of Accounting, Master of Professional Accounting, Master of Commerce (Advanced) or Graduate Certificate of Accounting, and have completed BUSN7008. This course is incompatible with BUSN3051 and BUSN6051.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN7051_Time_Series_LRN.pdf,Accounting Analytics,NA,Postgraduate,6,In Person,BUSN,TRUE,,,,"to enrol in this course you must be studying a master of accounting, <<program:master of professional accounting>> (advanced) or graduate certificate of accounting, and have completed busn7008. this course is incompatible with busn3051 and busn6051"
BUSN6051,College of Business and Economics,Research School of Accounting,Accounting,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course you must be studying a Master of Accounting, Master of Professional Accounting, Master of Commerce (Advanced) or Graduate Certificate of Accounting, and have completed BUSN7008. To enrol in this course, students in the Master of Applied Accounting must be studying or have completed BUSN7008. This course is incompatible with BUSN3051 and BUSN7051.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN6051_Time_Series_LRN.pdf,Accounting Analytics,NA,Postgraduate,6,In Person,BUSN,TRUE,,,,"to enrol in this course you must be studying a master of accounting, <<program:master of professional accounting>> (advanced) or graduate certificate of accounting, and have completed busn7008. to enrol in this course, students in the <<program:master of applied accounting>> must be studying or have completed busn7008. this course is incompatible with busn3051 and busn7051"
BUSN4500,College of Business and Economics,Research School of Accounting,NA,FALSE,FALSE,FALSE,FALSE,FALSE,100,other,Thesis,NA,https://programsandcourses.anu.edu.au/course/BUSN4500/First%20Semester/4113,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN4500_Time_Series_LRN.pdf,Accounting Honours Thesis,First Semester / Second Semester,Undergraduate,6,In Person,BUSN,TRUE,,,,NA
INFS2005,College of Business and Economics,Research School of Management,"Accounting, Business Information Systems",TRUE,FALSE,FALSE,TRUE,FALSE,50,exam,Final Examination - Individual (50%),To enrol in this course you must have: completed INFS1001 or BUSN1001.,https://programsandcourses.anu.edu.au/course/INFS2005/First%20Semester/3233,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/INFS2005_Time_Series_LRN.pdf,Accounting Information Systems,First Semester / Second Semester,Undergraduate,6,In Person,INFS,FALSE,,,,to enrol in this course you must have: completed infs1001 or busn1001
INFS7004,College of Business and Economics,Research School of Management,Business Information Systems,TRUE,FALSE,FALSE,TRUE,FALSE,50,exam,Final Examination - Individual Assessment (50%),You are not able to enrol in this course if you previously completed INFS2005.,https://programsandcourses.anu.edu.au/course/INFS7004/First%20Semester/3234,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/INFS7004_Time_Series_LRN.pdf,Accounting Information Systems,First Semester / Second Semester,Postgraduate,6,In Person,INFS,FALSE,,,,you are not able to enrol in this course if you previously completed infs2005
BUSN1002,College of Business and Economics,Research School of Accounting,Accounting,TRUE,TRUE,FALSE,FALSE,FALSE,60,exam,Final Examination,To enrol in this course you must have completed BUSN1001,https://programsandcourses.anu.edu.au/course/BUSN1002/First%20Semester/2146,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN1002_Time_Series_LRN.pdf,Accounting Processes and Systems,First Semester / Second Semester,Undergraduate,6,In Person,BUSN,FALSE,,,,to enrol in this course you must have completed busn1001
BUSN3001,College of Business and Economics,Research School of Accounting,Accounting,TRUE,FALSE,TRUE,TRUE,TRUE,55,exam,Final Examination (55%),To enrol in this course you must have completed BUSN2015,https://programsandcourses.anu.edu.au/course/BUSN3001/First%20Semester/2144,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN3001_Time_Series_LRN.pdf,Accounting Theory,First Semester / Second Semester,Undergraduate,6,In Person,BUSN,FALSE,,,,to enrol in this course you must have completed busn2015
BUSN8068,College of Business and Economics,Research School of Accounting,Accounting,TRUE,FALSE,FALSE,TRUE,TRUE,45,exam,Final examination (45%),To enrol in this course you must have completed BUSN7008.,https://programsandcourses.anu.edu.au/course/BUSN8068/First%20Semester/4159,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN8068_Time_Series_LRN.pdf,Accounting for Sustainability,First Semester / Second Semester,Postgraduate,6,In Person,BUSN,FALSE,,,,to enrol in this course you must have completed busn7008
ASIA8021,College of Asia and the Pacific,School of Culture History and Language,"Non Language Asian Studies, Cultural Studies, History, Asian Studies, Asia Pacific Studies",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ASIA8021_Time_Series_LRN.pdf,Activism and Social Change in Asia and the Pacific,NA,Postgraduate,6,In Person,ASIA,TRUE,,,,NA
ACST8040,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,TRUE,TRUE,FALSE,FALSE,FALSE,80,exam,Final exam,"To enrol in this course you must have completed STAT6045. Incompatible with ACST4031. This course is available to students enrolled in the Bachelor of Actuarial Studies, who have met the following requirements: Have completed at least 120 units of study; Have completed STAT3038; Have met the Actuaries Institute exemption standard for CM1, CS1 and CS2 or equivalent; and, Have a GPA of at least 6. Students enrolled in the Bachelor of Actuarial Studies who have met these requirements and wish to enrol in this course should contact the program convener of the Bachelor of Actuarial Studies to request a permission code for enrollment.",https://programsandcourses.anu.edu.au/course/ACST8040/First%20Semester/3489,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST8040_Time_Series_LRN.pdf,Actuarial Control Cycle 1,First Semester,Postgraduate,6,In Person,ACST,FALSE,,,,"to enrol in this course you must have completed stat6045. incompatible with acst4031. this course is available to students enrolled in the <<program:bachelor of actuarial studies>>, who have met the following requirements: have completed at least 120 units of study; have completed stat3038; have met the actuaries institute exemption standard for cm1, cs1 and cs2 or equivalent; and, have a gpa of at least 6. students enrolled in the bachelor of actuarial studies who have met these requirements and wish to enrol in this course should contact the program convener of the bachelor of actuarial studies to request a permission code for enrollment"
ACST4031,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats","Actuarial Studies, Finance, Statistics",TRUE,TRUE,FALSE,FALSE,FALSE,80,exam,Final exam,To enrol in this course you must be studying a Bachelor of Actuarial Studies (Honours) (HACTS) or Bachelor of Social Sciences (Honours in Actuarial Studies and Economics) (ASSAE). Incompatible with ACST8040.,https://programsandcourses.anu.edu.au/course/ACST4031/First%20Semester/3488,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST4031_Time_Series_LRN.pdf,Actuarial Control Cycle 1,First Semester,Undergraduate,6,In Person,ACST,FALSE,,,,to enrol in this course you must be studying a <<program:bachelor of actuarial studies (honours)>> (hacts) or <<program:bachelor of political science>> (honours in actuarial studies and economics) (assae). incompatible with acst8040
ACST4032,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course, you must have completed ACST4031and be enrolled in Bachelor of Actuarial Studies (Honours) (HACTS) or Bachelor of Social Sciences (Honours in Actuarial Studies and Economics) (ASSAE). Incompatible with ACST8041.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST4032_Time_Series_LRN.pdf,Actuarial Control Cycle 2,Second Semester,Undergraduate,6,In Person,ACST,TRUE,,,,"to enrol in this course, you must have completed acst4031and be enrolled in <<program:bachelor of actuarial studies (honours)>> (hacts) or <<program:bachelor of political science>> (honours in actuarial studies and economics) (assae). incompatible with acst8041"
ACST8041,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course, you must have completed STAT6045 and ACST8040. Incompatible with ACST4032. This course is available to students enrolled in the Bachelor of Actuarial Studies who have completed ACST8040. See the details for that course for further information about requisites. Students enrolled in the Bachelor of Actuarial Studies who have met the requisites and wish to enrol in this course should contact the program convener of the Bachelor of Actuarial Studies to request a permission code for enrolment.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST8041_Time_Series_LRN.pdf,Actuarial Control Cycle 2,Second Semester,Postgraduate,6,In Person,ACST,TRUE,,,,"to enrol in this course, you must have completed stat6045 and acst8040. incompatible with acst4032. this course is available to students enrolled in the <<program:bachelor of actuarial studies>> who have completed acst8040. see the details for that course for further information about requisites. students enrolled in the bachelor of actuarial studies who have met the requisites and wish to enrol in this course should contact the program convener of the bachelor of actuarial studies to request a permission code for enrolment"
ACST4062,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Incompatible with ACST3032 and ACST6032.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST4062_Time_Series_LRN.pdf,Actuarial Data Analysis,Second Semester,Undergraduate,6,In Person,ACST,TRUE,,,,incompatible with acst3032 and acst6032
ACST3032,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,To enrol in this course you must have completed or be concurrently enrolled in STAT3038.,NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST3032_Time_Series_LRN.pdf,Actuarial Data Analysis,Second Semester,Undergraduate,6,In Person,ACST,TRUE,,,,to enrol in this course you must have completed or be concurrently enrolled in stat3038
ACST6032,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"To enrol in this course, you must have previously completed STAT6045 and STAT6057. Incompatible with ACST4062 and ACST3032.",NA,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST6032_Time_Series_LRN.pdf,Actuarial Data Analysis,Second Semester,Postgraduate,6,In Person,ACST,TRUE,,,,"to enrol in this course, you must have previously completed stat6045 and stat6057. incompatible with acst4062 and acst3032"
ACST4500,College of Business and Economics,"Rsch Sch of Finance, Actuarial Studies & App Stats",Actuarial Studies,FALSE,FALSE,FALSE,FALSE,TRUE,90,other,Research thesis,Ths course is incompatible with ACST4600.,https://programsandcourses.anu.edu.au/course/ACST4500/First%20Semester/2635,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ACST4500_Time_Series_LRN.pdf,Actuarial Honours Thesis,First Semester / Second Semester,Undergraduate,6,In Person,ACST,FALSE,,,,ths course is incompatible with acst4600
